Identificador,Producto,Categoria,Precio
6114,Televisor LG 4464,Electrónica,14274.48
6115,Cuaderno Oxford 9634,Papelería,2309.84
6116,Camiseta marca Nike 8597,Ropa,9414.28
6117,Tenis Converse 6036,Calzado,3106.17
6118,Falda Bershka 1790,Ropa,12948.36
6119,Carro Hot Wheels 7505,Juguetes,17610.19
6120,Microondas Samsung 5063,Hogar,15843.63
6121,Botas Timberland 7021,Calzado,515.3
6122,Carpeta Office Depot 9077,Papelería,1810.94
6123,Marcadores Sharpie 1664,Papelería,14428.52
6124,Smartwatch Garmin 6734,Electrónica,3977.81
6125,Muñeca Barbie 9910,Juguetes,2148.02
6126,Refrigerador Mabe 6215,Hogar,14751.42
6127,Monitor Dell 3357,Electrónica,16302.16
6128,Botines Dr Martens 8486,Calzado,18023.67
6129,Vestido Zara 3416,Ropa,8290.47
6130,Horno Whirlpool 9949,Hogar,13133.42
6131,Muñeca Barbie 6598,Juguetes,17565.79
6132,Muñeca Barbie 4356,Juguetes,5676.38
6133,Zapatos Clarks 6978,Calzado,13399.67
6134,Falda Bershka 4489,Ropa,6051.02
6135,Pelota Nerf 2117,Juguetes,17629.31
6136,Muñeca Barbie 4695,Juguetes,18467.89
6137,Tenis Converse 1400,Calzado,12112.97
6138,Laptop Lenovo 2965,Electrónica,5202.42
6139,Tren Thomas 4622,Juguetes,15408.88
6140,Refrigerador Mabe 2631,Hogar,12837.92
6141,Microondas Samsung 6016,Hogar,9799.04
6142,Laptop Lenovo 4844,Electrónica,7046.47
6143,Batidora KitchenAid 5678,Hogar,13295.62
6144,Rompecabezas Ravensburger 4277,Juguetes,10264.66
6145,Rompecabezas Ravensburger 9450,Juguetes,3295.26
6146,Jeans Wrangler 5871,Ropa,19092.26
6147,Consola Xbox 7986,Electrónica,11361.55
6148,Pelota Nerf 933,Juguetes,11833.17
6149,Sudadera Adidas 522,Ropa,365.67
6150,Consola Xbox 7200,Electrónica,4602.48
6151,Tenis Converse 3546,Calzado,2656.59
6152,Botines Dr Martens 3652,Calzado,1374.76
6153,Rompecabezas Ravensburger 8926,Juguetes,12372.24
6154,Polo Lacoste 2225,Ropa,18618.6
6155,Cuaderno Oxford 7323,Papelería,14494.96
6156,Tren Thomas 1591,Juguetes,2392.73
6157,Audífonos Sony 2414,Electrónica,19980.7
6158,Teléfono Samsung 4953,Electrónica,9767.4
6159,Pantalón Levi's 2625,Ropa,16294
6160,Lego Star Wars 190,Juguetes,179.06
6161,Post-it 3M 8872,Papelería,1880.11
6162,Tenis Converse 9827,Calzado,17955.89
6163,Lapicera Maped 1519,Papelería,16626.66
6164,Resaltadores Stabilo 8882,Papelería,17327.68
6165,Puzzle 3D CubicFun 7374,Juguetes,2888.35
6166,Cafetera Nespresso 6975,Hogar,8776.16
6167,Carpeta Office Depot 9605,Papelería,18676.95
6168,Sandalias Crocs 6808,Calzado,18032.68
6169,Falda Bershka 608,Ropa,14134.98
6170,Tenis Vans 1747,Calzado,1278.74
6171,Televisor LG 4672,Electrónica,10378.98
6172,Puzzle 3D CubicFun 9023,Juguetes,19780.15
6173,Tacones Steve Madden 3803,Calzado,19230.02
6174,Plancha Philips 8888,Hogar,16971.99
6175,Sudadera Adidas 5306,Ropa,513.49
6176,Pluma Bic 2842,Papelería,16088.65
6177,Corrector Paper Mate 2237,Papelería,10596.53
6178,Resaltadores Stabilo 6092,Papelería,19030.25
6179,Pelota Nerf 6436,Juguetes,79.63
6180,Ventilador Taurus 5272,Hogar,2731.81
6181,Licuadora Oster 2473,Hogar,5918.82
6182,Mocasines Gucci 5868,Calzado,9933.04
6183,Traje Hugo Boss 1916,Ropa,13141.96
6184,Refrigerador Mabe 144,Hogar,2347.47
6185,Chanclas Adidas 203,Calzado,8124.49
6186,Short Puma 1102,Ropa,7707.35
6187,Monitor Dell 248,Electrónica,2249.73
6188,Chanclas Adidas 8612,Calzado,7613.35
6189,Licuadora Oster 5046,Hogar,656.34
6190,Refrigerador Mabe 8547,Hogar,15277.36
6191,Tablet Apple 7683,Electrónica,15626.62
6192,Carpeta Office Depot 4744,Papelería,13975.92
6193,Botines Dr Martens 2322,Calzado,18320.41
6194,Rompecabezas Ravensburger 4446,Juguetes,12806.25
6195,Lapicera Maped 5970,Papelería,1414.35
6196,Cámara Canon 1311,Electrónica,6812.05
6197,Drone DJI Mini 9091,Juguetes,19718.37
6198,Pantalón Levi's 1664,Ropa,18681.49
6199,Botines Dr Martens 8612,Calzado,4762.93
6200,Chanclas Adidas 3526,Calzado,6169.94
6201,Consola Xbox 3367,Electrónica,2094.49
6202,Botines Dr Martens 798,Calzado,17967.82
6203,Cafetera Nespresso 2957,Hogar,13581.72
6204,Monitor Dell 538,Electrónica,15219.63
6205,Falda Bershka 8594,Ropa,1081.99
6206,Mocasines Gucci 3243,Calzado,2690.84
6207,Chanclas Adidas 6913,Calzado,14227.05
6208,Licuadora Oster 5892,Hogar,1720.34
6209,Set Playmobil 4341,Juguetes,18084.48
6210,Teléfono Samsung 3146,Electrónica,11747.18
6211,Short Puma 2901,Ropa,814.17
6212,Horno Whirlpool 5386,Hogar,1081.74
6213,Plancha Philips 6949,Hogar,18073.46
6214,Traje Hugo Boss 9813,Ropa,19685.07
6215,Chanclas Adidas 209,Calzado,13074.39
6216,Lapicera Maped 481,Papelería,633.12
6217,Mocasines Gucci 3900,Calzado,8292.31
6218,Corrector Paper Mate 4473,Papelería,1631.16
6219,Post-it 3M 9964,Papelería,4006.25
6220,Aspiradora Dyson 3987,Hogar,5836.86
6221,Camiseta marca Nike 2288,Ropa,2721.37
6222,Lego Star Wars 5098,Juguetes,6606.16
6223,Pantalón Levi's 3760,Ropa,6201.91
6224,Lapicera Maped 4633,Papelería,13838.15
6225,Plancha Philips 7811,Hogar,2472.65
6226,Televisor LG 935,Electrónica,4027.21
6227,Tostadora Hamilton 2296,Hogar,18644.92
6228,Bocina JBL 2644,Electrónica,6834.31
6229,Corrector Paper Mate 3814,Papelería,10595.54
6230,Corrector Paper Mate 1805,Papelería,2040.92
6231,Tacones Steve Madden 6053,Calzado,19681.93
6232,Cuaderno Oxford 3042,Papelería,4782.98
6233,Tostadora Hamilton 1355,Hogar,13252.83
6234,Jeans Wrangler 1114,Ropa,3544.51
6235,Camiseta marca Nike 1268,Ropa,7594.35
6236,Bocina JBL 9388,Electrónica,18028.54
6237,Lapicera Maped 602,Papelería,19594.1
6238,Botines Dr Martens 2568,Calzado,5974.13
6239,Televisor LG 5669,Electrónica,493.93
6240,Tenis Vans 2235,Calzado,2139.12
6241,Pantalón Levi's 1539,Ropa,2451.49
6242,Figura Funko Pop 3686,Juguetes,11545.72
6243,Tren Thomas 2130,Juguetes,12819.88
6244,Lapicera Maped 1402,Papelería,1229.53
6245,Lego Star Wars 7275,Juguetes,6766.79
6246,Post-it 3M 7721,Papelería,9459.25
6247,Set Playmobil 6098,Juguetes,13178.87
6248,Cámara Canon 200,Electrónica,5188.65
6249,Batidora KitchenAid 4121,Hogar,3925.31
6250,Pantalón Levi's 2553,Ropa,6999.1
6251,Lego Star Wars 3817,Juguetes,14807.59
6252,Plancha Philips 395,Hogar,14046.9
6253,Drone DJI Mini 3210,Juguetes,598.94
6254,Zapatos Clarks 4907,Calzado,11346.83
6255,Consola Xbox 5744,Electrónica,18254.31
6256,Short Puma 9155,Ropa,2527.55
6257,Falda Bershka 2547,Ropa,19925.94
6258,Cámara Canon 2501,Electrónica,14527.51
6259,Falda Bershka 248,Ropa,18266.73
6260,Consola Xbox 7975,Electrónica,16972.28
6261,Marcadores Sharpie 1687,Papelería,8386.24
6262,Tijeras Fiskars 1629,Papelería,18162.31
6263,Consola Xbox 4660,Electrónica,12417.16
6264,Laptop Lenovo 8272,Electrónica,4618.37
6265,Tacones Steve Madden 3766,Calzado,7334.4
6266,Libreta 90 hojas Scribe 8550,Papelería,1841.29
6267,Licuadora Oster 5882,Hogar,12874.98
6268,Chamarra North Face 9971,Ropa,1277.79
6269,Microondas Samsung 3649,Hogar,4771.04
6270,Pluma Bic 7423,Papelería,9707.42
6271,Laptop Lenovo 2213,Electrónica,16947.01
6272,Ventilador Taurus 2778,Hogar,17380.5
6273,Jeans Wrangler 8750,Ropa,15314.51
6274,Sandalias Crocs 2348,Calzado,10501.18
6275,Aspiradora Dyson 8611,Hogar,15785.31
6276,Figura Funko Pop 323,Juguetes,10113.21
6277,Resaltadores Stabilo 6237,Papelería,11062.24
6278,Puzzle 3D CubicFun 6705,Juguetes,16081.09
6279,Muñeca Barbie 130,Juguetes,18529.52
6280,Botas Timberland 9507,Calzado,12206.63
6281,Consola Xbox 1296,Electrónica,895.64
6282,Horno Whirlpool 8981,Hogar,1673.63
6283,Horno Whirlpool 3747,Hogar,6388.9
6284,Short Puma 253,Ropa,2134.05
6285,Vestido Zara 8680,Ropa,4989.64
6286,Pluma Bic 1806,Papelería,3985.52
6287,Pelota Nerf 4775,Juguetes,9675.04
6288,Carpeta Office Depot 4693,Papelería,2461.82
6289,Tenis Converse 8271,Calzado,13452.38
6290,Lapicera Maped 5217,Papelería,8751.42
6291,Tacones Steve Madden 2845,Calzado,3347.76
6292,Jeans Wrangler 6305,Ropa,3438.04
6293,Puzzle 3D CubicFun 4235,Juguetes,9882.3
6294,Smartwatch Garmin 9277,Electrónica,12678.14
6295,Tren Thomas 8716,Juguetes,14159.02
6296,Cuaderno Oxford 4625,Papelería,19892.12
6297,Plancha Philips 1595,Hogar,9476.32
6298,Short Puma 8472,Ropa,13872.93
6299,Lapicera Maped 9531,Papelería,7746.05
6300,Botas Timberland 8285,Calzado,755.08
6301,Camiseta marca Nike 2875,Ropa,19954.39
6302,Zapatillas Skechers 4775,Calzado,16414.53
6303,Lego Star Wars 9979,Juguetes,7663.39
6304,Zapatillas Skechers 2896,Calzado,18463.41
6305,Cuaderno Oxford 2678,Papelería,13279.08
6306,Falda Bershka 9057,Ropa,9439.52
6307,Vestido Zara 870,Ropa,17630.64
6308,Microondas Samsung 1826,Hogar,14296.48
6309,Smartwatch Garmin 7910,Electrónica,1355.13
6310,Licuadora Oster 1747,Hogar,1293.75
6311,Tijeras Fiskars 3032,Papelería,15169.98
6312,Tenis Vans 5365,Calzado,6290.22
6313,Zapatos Clarks 1613,Calzado,8529.02
6314,Pelota Nerf 2226,Juguetes,12390.22
6315,Libreta 90 hojas Scribe 5986,Papelería,1347.65
6316,Bocina JBL 4467,Electrónica,14892.54
6317,Microondas Samsung 8149,Hogar,11183.17
6318,Short Puma 2525,Ropa,14004.78
6319,Botas Timberland 1768,Calzado,8013.03
6320,Vestido Zara 2968,Ropa,18866.01
6321,Cuaderno Oxford 8791,Papelería,4140.94
6322,Jeans Wrangler 3528,Ropa,6510.18
6323,Rompecabezas Ravensburger 6885,Juguetes,6863.3
6324,Rompecabezas Ravensburger 2315,Juguetes,9106.66
6325,Libreta 90 hojas Scribe 5115,Papelería,19474.25
6326,Zapatillas Skechers 3117,Calzado,14288.77
6327,Cafetera Nespresso 298,Hogar,13232.64
6328,Tablet Apple 9010,Electrónica,17622.76
6329,Smartwatch Garmin 32,Electrónica,9916.56
6330,Corrector Paper Mate 4675,Papelería,2967.7
6331,Vestido Zara 5454,Ropa,18907.54
6332,Tijeras Fiskars 3285,Papelería,4444.89
6333,Tablet Apple 2637,Electrónica,3672.66
6334,Lego Star Wars 6890,Juguetes,8405.66
6335,Cuaderno Oxford 2934,Papelería,15335.47
6336,Zapatillas Skechers 4139,Calzado,6444.68
6337,Set Playmobil 8316,Juguetes,6322.79
6338,Licuadora Oster 7243,Hogar,9964.76
6339,Batidora KitchenAid 3946,Hogar,3484.68
6340,Short Puma 9618,Ropa,8257.33
6341,Set Playmobil 3087,Juguetes,2564.88
6342,Cámara Canon 328,Electrónica,17196.33
6343,Tijeras Fiskars 9139,Papelería,9486.88
6344,Libreta 90 hojas Scribe 6631,Papelería,17265.68
6345,Smartwatch Garmin 5304,Electrónica,605.53
6346,Jeans Wrangler 8501,Ropa,14639.57
6347,Chamarra North Face 3102,Ropa,15300.78
6348,Smartwatch Garmin 6646,Electrónica,9697.45
6349,Puzzle 3D CubicFun 5092,Juguetes,15649.54
6350,Post-it 3M 6214,Papelería,5094.93
6351,Sandalias Crocs 1859,Calzado,15419.01
6352,Libreta 90 hojas Scribe 46,Papelería,12480.8
6353,Marcadores Sharpie 8455,Papelería,14286.77
6354,Refrigerador Mabe 5542,Hogar,5728.4
6355,Tostadora Hamilton 2985,Hogar,14753.71
6356,Polo Lacoste 1760,Ropa,3398.64
6357,Tenis Converse 1749,Calzado,15820.61
6358,Tijeras Fiskars 5532,Papelería,13580.17
6359,Batidora KitchenAid 1535,Hogar,1637.05
6360,Drone DJI Mini 7849,Juguetes,929.41
6361,Cuaderno Oxford 7834,Papelería,17968.52
6362,Ventilador Taurus 974,Hogar,7663.4
6363,Chamarra North Face 5325,Ropa,9384.28
6364,Botines Dr Martens 2972,Calzado,1797.06
6365,Consola Xbox 2555,Electrónica,15892.03
6366,Chanclas Adidas 3037,Calzado,980.54
6367,Polo Lacoste 5668,Ropa,12235.53
6368,Aspiradora Dyson 6296,Hogar,6551.18
6369,Smartwatch Garmin 7475,Electrónica,18410.83
6370,Tenis Converse 7831,Calzado,14453.37
6371,Rompecabezas Ravensburger 8930,Juguetes,14856.02
6372,Tenis Converse 7308,Calzado,13960.79
6373,Short Puma 6115,Ropa,11220.96
6374,Refrigerador Mabe 679,Hogar,11175.88
6375,Resaltadores Stabilo 1758,Papelería,8151.93
6376,Tablet Apple 6228,Electrónica,566.36
6377,Traje Hugo Boss 3016,Ropa,791.35
6378,Camiseta marca Nike 3642,Ropa,16574.44
6379,Aspiradora Dyson 1432,Hogar,13686.53
6380,Libreta 90 hojas Scribe 6186,Papelería,18073.47
6381,Carpeta Office Depot 6778,Papelería,8325.78
6382,Polo Lacoste 672,Ropa,13771.44
6383,Microondas Samsung 5957,Hogar,14062.39
6384,Licuadora Oster 7106,Hogar,863.4
6385,Marcadores Sharpie 6011,Papelería,5088.49
6386,Tenis Converse 5751,Calzado,17453.62
6387,Cuaderno Oxford 8880,Papelería,5327.41
6388,Short Puma 9704,Ropa,18040.89
6389,Horno Whirlpool 3465,Hogar,14191.98
6390,Sudadera Adidas 4317,Ropa,5894.66
6391,Resaltadores Stabilo 2244,Papelería,15685.37
6392,Carro Hot Wheels 4665,Juguetes,2422.36
6393,Tenis Converse 4562,Calzado,16018.54
6394,Resaltadores Stabilo 2353,Papelería,19414.63
6395,Zapatos Clarks 6526,Calzado,15545.27
6396,Pluma Bic 5440,Papelería,5965.83
6397,Chamarra North Face 9602,Ropa,6361.25
6398,Lapicera Maped 9336,Papelería,6430.85
6399,Cuaderno Oxford 5704,Papelería,16600.6
6400,Aspiradora Dyson 9007,Hogar,730.45
6401,Rompecabezas Ravensburger 4811,Juguetes,18964.75
6402,Muñeca Barbie 6807,Juguetes,6179.23
6403,Plancha Philips 4036,Hogar,7589.35
6404,Zapatos Clarks 9852,Calzado,3369.39
6405,Puzzle 3D CubicFun 8251,Juguetes,3934.32
6406,Chamarra North Face 514,Ropa,3267.21
6407,Libreta 90 hojas Scribe 1875,Papelería,13228.11
6408,Marcadores Sharpie 7789,Papelería,2030.8
6409,Muñeca Barbie 9864,Juguetes,11505.26
6410,Polo Lacoste 502,Ropa,16344.55
6411,Cafetera Nespresso 2419,Hogar,7934.22
6412,Sudadera Adidas 7692,Ropa,12065.8
6413,Rompecabezas Ravensburger 6020,Juguetes,7786.37
6414,Consola Xbox 9795,Electrónica,6560.26
6415,Lego Star Wars 8919,Juguetes,19405.89
6416,Cámara Canon 2705,Electrónica,17457.22
6417,Chanclas Adidas 3878,Calzado,18351.5
6418,Pelota Nerf 5991,Juguetes,14425.93
6419,Monitor Dell 955,Electrónica,11907.03
6420,Carro Hot Wheels 6334,Juguetes,846.99
6421,Chamarra North Face 43,Ropa,4876.58
6422,Cámara Canon 6303,Electrónica,12202.92
6423,Sudadera Adidas 2970,Ropa,13049.63
6424,Aspiradora Dyson 1411,Hogar,19860.14
6425,Refrigerador Mabe 6982,Hogar,3716.85
6426,Camiseta marca Nike 853,Ropa,4301.87
6427,Polo Lacoste 5388,Ropa,2420.47
6428,Mocasines Gucci 7914,Calzado,804.52
6429,Tablet Apple 412,Electrónica,8112.62
6430,Chamarra North Face 2954,Ropa,555.61
6431,Vestido Zara 7783,Ropa,11835.86
6432,Tenis Vans 1908,Calzado,3161.01
6433,Televisor LG 3114,Electrónica,5175.08
6434,Ventilador Taurus 3408,Hogar,17619.05
6435,Short Puma 392,Ropa,9448.93
6436,Lego Star Wars 8248,Juguetes,18489.32
6437,Resaltadores Stabilo 6232,Papelería,16759.08
6438,Zapatillas Skechers 9214,Calzado,1783.71
6439,Horno Whirlpool 4293,Hogar,10024.67
6440,Tenis Converse 696,Calzado,929.76
6441,Teléfono Samsung 9762,Electrónica,14190.87
6442,Pluma Bic 6579,Papelería,15824.14
6443,Microondas Samsung 3955,Hogar,17259.02
6444,Vestido Zara 8597,Ropa,8643.55
6445,Ventilador Taurus 7097,Hogar,19197.1
6446,Tostadora Hamilton 4829,Hogar,15543.09
6447,Tenis Vans 2207,Calzado,8754.85
6448,Pluma Bic 2143,Papelería,5441.95
6449,Pantalón Levi's 3942,Ropa,18973.99
6450,Resaltadores Stabilo 4396,Papelería,789.04
6451,Laptop Lenovo 6593,Electrónica,12123.57
6452,Botines Dr Martens 4026,Calzado,14589.9
6453,Falda Bershka 469,Ropa,19699.43
6454,Refrigerador Mabe 7845,Hogar,15241.33
6455,Drone DJI Mini 7943,Juguetes,8080.53
6456,Puzzle 3D CubicFun 6250,Juguetes,19223.54
6457,Batidora KitchenAid 5946,Hogar,13221.27
6458,Tostadora Hamilton 7385,Hogar,7901.48
6459,Chanclas Adidas 4039,Calzado,4233.09
6460,Chamarra North Face 3191,Ropa,18683.79
6461,Tren Thomas 9216,Juguetes,3089.98
6462,Plancha Philips 1189,Hogar,12793.27
6463,Tenis Converse 2915,Calzado,11026.33
6464,Tenis Converse 8786,Calzado,7515.14
6465,Audífonos Sony 4936,Electrónica,6002.35
6466,Chanclas Adidas 9684,Calzado,11397.69
6467,Tostadora Hamilton 3843,Hogar,3006.91
6468,Refrigerador Mabe 2576,Hogar,747.89
6469,Monitor Dell 4013,Electrónica,12442.75
6470,Mocasines Gucci 9273,Calzado,13312.38
6471,Televisor LG 1702,Electrónica,19857.11
6472,Pluma Bic 5100,Papelería,13821.04
6473,Consola Xbox 5283,Electrónica,12250.89
6474,Chamarra North Face 6087,Ropa,5430.74
6475,Pluma Bic 2703,Papelería,12875.84
6476,Chamarra North Face 1348,Ropa,19756.28
6477,Figura Funko Pop 480,Juguetes,2715.47
6478,Sudadera Adidas 1937,Ropa,9239.31
6479,Tenis Vans 8767,Calzado,5385.63
6480,Batidora KitchenAid 324,Hogar,3926.54
6481,Cuaderno Oxford 1597,Papelería,15168.96
6482,Sudadera Adidas 4279,Ropa,4985.33
6483,Resaltadores Stabilo 7687,Papelería,5404.23
6484,Sandalias Crocs 924,Calzado,6768.48
6485,Monitor Dell 6207,Electrónica,9741.88
6486,Carro Hot Wheels 812,Juguetes,24.65
6487,Cámara Canon 665,Electrónica,15800.7
6488,Lego Star Wars 1978,Juguetes,12756.1
6489,Televisor LG 7494,Electrónica,2877.24
6490,Audífonos Sony 5047,Electrónica,12838.78
6491,Vestido Zara 3111,Ropa,8322.61
6492,Monitor Dell 3995,Electrónica,18474.3
6493,Sandalias Crocs 5680,Calzado,15601.64
6494,Libreta 90 hojas Scribe 5689,Papelería,11249.04
6495,Sandalias Crocs 3240,Calzado,12406.44
6496,Resaltadores Stabilo 7539,Papelería,4147.45
6497,Zapatillas Skechers 2886,Calzado,13072.16
6498,Carpeta Office Depot 6632,Papelería,15711.29
6499,Falda Bershka 3073,Ropa,2580.6
6500,Televisor LG 9784,Electrónica,5065.66
6501,Refrigerador Mabe 6544,Hogar,16493.99
6502,Camiseta marca Nike 7232,Ropa,6547.31
6503,Tenis Converse 2501,Calzado,6700.88
6504,Horno Whirlpool 2074,Hogar,7229.64
6505,Tacones Steve Madden 6173,Calzado,14230.86
6506,Zapatillas Skechers 9756,Calzado,3964.49
6507,Marcadores Sharpie 281,Papelería,17549.1
6508,Figura Funko Pop 1306,Juguetes,15605.72
6509,Lapicera Maped 4067,Papelería,18976.72
6510,Pelota Nerf 6762,Juguetes,11254.06
6511,Lego Star Wars 9430,Juguetes,5967.6
6512,Tenis Vans 8853,Calzado,16133.72
6513,Horno Whirlpool 4066,Hogar,8935.45
6514,Consola Xbox 2411,Electrónica,15221.62
6515,Chanclas Adidas 6387,Calzado,4990.14
6516,Tostadora Hamilton 6933,Hogar,1175.38
6517,Cámara Canon 1338,Electrónica,16513.02
6518,Carro Hot Wheels 6364,Juguetes,15894.03
6519,Ventilador Taurus 6490,Hogar,2677.95
6520,Falda Bershka 9030,Ropa,10611.59
6521,Lapicera Maped 4064,Papelería,8094.58
6522,Pelota Nerf 4584,Juguetes,2138.49
6523,Chamarra North Face 8302,Ropa,17262.6
6524,Televisor LG 6108,Electrónica,2082.04
6525,Muñeca Barbie 2435,Juguetes,2436.48
6526,Batidora KitchenAid 1359,Hogar,9801.72
6527,Mocasines Gucci 9722,Calzado,18241.68
6528,Vestido Zara 701,Ropa,13855.59
6529,Chamarra North Face 9413,Ropa,10354.94
6530,Tenis Converse 5745,Calzado,342.35
6531,Teléfono Samsung 9766,Electrónica,8311.31
6532,Tostadora Hamilton 6709,Hogar,5185.34
6533,Tijeras Fiskars 7195,Papelería,6380.52
6534,Audífonos Sony 7738,Electrónica,17318.78
6535,Post-it 3M 8947,Papelería,16844.25
6536,Vestido Zara 3334,Ropa,1319.06
6537,Tijeras Fiskars 1487,Papelería,17686.76
6538,Figura Funko Pop 8235,Juguetes,9149.59
6539,Carro Hot Wheels 6844,Juguetes,16595.86
6540,Tenis Vans 5294,Calzado,6989.56
6541,Chanclas Adidas 8765,Calzado,19248.58
6542,Mocasines Gucci 416,Calzado,119.06
6543,Cafetera Nespresso 3285,Hogar,17383.91
6544,Audífonos Sony 2716,Electrónica,1165.34
6545,Tenis Converse 2926,Calzado,94.56
6546,Cafetera Nespresso 4994,Hogar,5595.91
6547,Carpeta Office Depot 5204,Papelería,19125.9
6548,Sandalias Crocs 8975,Calzado,6580.32
6549,Drone DJI Mini 9993,Juguetes,18524.32
6550,Monitor Dell 1557,Electrónica,4024.29
6551,Muñeca Barbie 3460,Juguetes,14038.07
6552,Lapicera Maped 1184,Papelería,8646.62
6553,Marcadores Sharpie 2515,Papelería,3667.3
6554,Botas Timberland 516,Calzado,15614.39
6555,Resaltadores Stabilo 3840,Papelería,4292.16
6556,Televisor LG 7736,Electrónica,16890.02
6557,Tren Thomas 72,Juguetes,18666.84
6558,Refrigerador Mabe 5195,Hogar,17728.97
6559,Tablet Apple 7769,Electrónica,6344.25
6560,Set Playmobil 3988,Juguetes,10888.37
6561,Laptop Lenovo 1976,Electrónica,3932.45
6562,Cuaderno Oxford 3332,Papelería,12133.9
6563,Pelota Nerf 1170,Juguetes,5156.83
6564,Plancha Philips 1141,Hogar,14400.46
6565,Chamarra North Face 4531,Ropa,5855.43
6566,Set Playmobil 8323,Juguetes,9966.82
6567,Traje Hugo Boss 3719,Ropa,9988.4
6568,Botines Dr Martens 9706,Calzado,15546.33
6569,Carpeta Office Depot 254,Papelería,10768.91
6570,Chamarra North Face 5240,Ropa,15441.88
6571,Sandalias Crocs 3732,Calzado,15702.35
6572,Pluma Bic 4612,Papelería,2329.67
6573,Puzzle 3D CubicFun 7187,Juguetes,13666.52
6574,Muñeca Barbie 1890,Juguetes,7167.72
6575,Cámara Canon 7237,Electrónica,18576
6576,Camiseta marca Nike 2708,Ropa,2920.85
6577,Chanclas Adidas 2081,Calzado,552.61
6578,Pluma Bic 7150,Papelería,8722.94
6579,Monitor Dell 9922,Electrónica,19069.83
6580,Vestido Zara 3293,Ropa,7752.76
6581,Resaltadores Stabilo 9073,Papelería,15975.95
6582,Vestido Zara 5879,Ropa,4548.92
6583,Teléfono Samsung 5388,Electrónica,17692.2
6584,Traje Hugo Boss 295,Ropa,5687.64
6585,Traje Hugo Boss 9609,Ropa,14519.39
6586,Sandalias Crocs 4886,Calzado,3730.6
6587,Chamarra North Face 233,Ropa,10286.21
6588,Set Playmobil 8819,Juguetes,6417.13
6589,Resaltadores Stabilo 948,Papelería,16871.59
6590,Pluma Bic 8466,Papelería,18773.36
6591,Tostadora Hamilton 6549,Hogar,18275.86
6592,Plancha Philips 9376,Hogar,8518.95
6593,Licuadora Oster 4131,Hogar,16734.94
6594,Botas Timberland 1946,Calzado,7667.07
6595,Tostadora Hamilton 8149,Hogar,605.1
6596,Resaltadores Stabilo 133,Papelería,16966.17
6597,Cuaderno Oxford 4456,Papelería,9602.91
6598,Microondas Samsung 6023,Hogar,17515.27
6599,Laptop Lenovo 8972,Electrónica,12618.81
6600,Audífonos Sony 9717,Electrónica,4379.52
6601,Cuaderno Oxford 2003,Papelería,7680.82
6602,Licuadora Oster 9363,Hogar,19394.64
6603,Aspiradora Dyson 3556,Hogar,10545.64
6604,Tacones Steve Madden 8030,Calzado,17560.05
6605,Rompecabezas Ravensburger 9835,Juguetes,19327.7
6606,Puzzle 3D CubicFun 8178,Juguetes,12353.93
6607,Rompecabezas Ravensburger 2570,Juguetes,19987.06
6608,Televisor LG 4194,Electrónica,10377.55
6609,Puzzle 3D CubicFun 9039,Juguetes,7942.04
6610,Tacones Steve Madden 1015,Calzado,1836.02
6611,Libreta 90 hojas Scribe 1735,Papelería,9523.6
6612,Rompecabezas Ravensburger 2784,Juguetes,18818.18
6613,Tenis Vans 923,Calzado,8399.64
6614,Camiseta marca Nike 1846,Ropa,18272.57
